timestamp,pv_kW,load_kW,DHI,DNI,GHI,Wind Speed,Temperature,Pressure
2024-01-01 08:00:00+00:00,20604.0,21466000.0,42,571,134,0,6.7,905
2024-01-01 08:10:00+00:00,24140.3,21330500.0,46,618,163,0,7.2,905
2024-01-01 08:20:00+00:00,27807.1,21213000.0,50,658,192,0,7.6,905
2024-01-01 08:30:00+00:00,31264.9,21112000.0,53,693,221,0,8.0,905
2024-01-01 08:40:00+00:00,34718.6,21079000.0,55,730,250,0,8.4,905
2024-01-01 08:50:00+00:00,37723.8,20995000.0,57,756,277,0,8.9,905
2024-01-01 09:00:00+00:00,40445.1,20897000.0,60,778,304,0,9.3,905
2024-01-01 09:10:00+00:00,42915.6,20789000.0,62,798,330,0,9.6,905
2024-01-01 09:20:00+00:00,45179.4,20668500.0,64,815,355,0,10.0,905
2024-01-01 09:30:00+00:00,47346.5,20554500.0,66,831,379,0,10.3,905
2024-01-01 09:40:00+00:00,49611.6,20451500.0,63,860,404,0,10.6,905
2024-01-01 09:50:00+00:00,51113.8,20340500.0,65,871,425,0,10.9,905
2024-01-01 10:00:00+00:00,52717.5,20227000.0,66,882,445,0,11.3,905
2024-01-01 10:10:00+00:00,54185.4,20115500.0,67,891,463,0,11.5,905
2024-01-01 10:20:00+00:00,55517.9,20018000.0,68,899,480,0,11.7,905
2024-01-01 10:30:00+00:00,56665.5,19922000.0,69,905,496,0,11.9,905
2024-01-01 10:40:00+00:00,57740.1,19833000.0,69,913,510,0,12.1,905
2024-01-01 10:50:00+00:00,58656.6,19752000.0,70,918,522,0,12.3,905
2024-01-01 11:00:00+00:00,59356.9,19687500.0,70,922,533,0,12.5,905
2024-01-01 11:10:00+00:00,60065.0,19661000.0,71,926,541,0,12.6,905
2024-01-01 11:20:00+00:00,60558.0,19620000.0,71,929,549,0,12.7,904
2024-01-01 11:30:00+00:00,60958.1,19546500.0,72,931,554,0,12.9,904
2024-01-01 11:40:00+00:00,61145.0,19480000.0,71,933,558,0,13.0,904
2024-01-01 11:50:00+00:00,61264.7,19305500.0,71,934,560,0,13.1,904
2024-01-01 12:00:00+00:00,61243.8,19306500.0,71,934,560,0,13.2,904
2024-01-01 12:10:00+00:00,61157.2,19408000.0,71,934,558,0,13.2,904
2024-01-01 12:20:00+00:00,60881.6,19347500.0,71,932,555,0,13.2,904
2024-01-01 12:30:00+00:00,60488.6,19251000.0,71,930,550,0,13.3,904
2024-01-01 12:40:00+00:00,59602.8,19296500.0,77,910,540,0,13.3,904
2024-01-01 12:50:00+00:00,58889.2,19297000.0,76,906,531,0,13.3,904
2024-01-01 13:00:00+00:00,58160.2,19458000.0,76,902,521,0,13.3,904
2024-01-01 13:10:00+00:00,57219.6,19623000.0,75,897,509,0,13.3,904
2024-01-01 13:20:00+00:00,56119.1,19633500.0,74,890,495,0,13.2,904
2024-01-01 13:30:00+00:00,55228.9,19635500.0,73,883,480,0,13.2,904
2024-01-01 13:40:00+00:00,53930.1,19717500.0,73,874,463,0,13.1,904
2024-01-01 13:50:00+00:00,52345.3,19761500.0,71,864,444,0,13.0,904
2024-01-01 14:00:00+00:00,50732.6,19917000.0,70,854,425,0,13.0,903
2024-01-01 14:10:00+00:00,48911.4,20176500.0,68,842,403,0,12.8,904
2024-01-01 14:20:00+00:00,46982.8,20236000.0,67,828,381,0,12.7,904
2024-01-01 14:30:00+00:00,44876.5,20302500.0,65,813,357,0,12.5,904
2024-01-01 14:40:00+00:00,42615.7,20389500.0,63,796,332,0,12.3,904
2024-01-01 14:50:00+00:00,40153.4,20478000.0,61,776,306,0,12.2,904
2024-01-01 15:00:00+00:00,37433.8,20521000.0,58,753,280,0,12.0,904
2024-01-01 15:10:00+00:00,34654.9,20614500.0,56,732,253,0,11.6,904
2024-01-01 15:20:00+00:00,31425.1,20597500.0,53,702,225,0,11.1,904
2024-01-01 15:30:00+00:00,28030.4,20556000.0,50,668,196,0,10.7,904
2024-01-01 15:40:00+00:00,24387.9,20559500.0,46,628,167,0,10.3,904
2024-01-01 15:50:00+00:00,20633.5,20474500.0,42,581,138,0,9.8,904
2024-01-01 16:00:00+00:00,16960.7,20481000.0,37,525,109,0,9.4,904
2024-01-01 16:10:00+00:00,13015.9,20509500.0,32,457,82,0,9.2,904
2024-01-01 16:20:00+00:00,8600.98,20375000.0,26,375,56,0,9.0,904
2024-01-01 16:30:00+00:00,4595.62,20182500.0,19,274,33,0,8.8,904
2024-01-01 16:40:00+00:00,1717.28,20001500.0,12,155,16,0,8.700000000000001,904
2024-01-01 16:50:00+00:00,0.0,19853000.0,0,0,0,0,8.5,904
2024-01-01 17:00:00+00:00,0.0,19759000.0,0,0,0,0,8.3,904
2024-01-01 17:10:00+00:00,0.0,19647000.0,0,0,0,0,8.0,905
2024-01-01 17:20:00+00:00,0.0,19399000.0,0,0,0,0,7.800000000000001,905
2024-01-01 17:30:00+00:00,0.0,19159500.0,0,0,0,0,7.5,905
2024-01-01 17:40:00+00:00,0.0,18984500.0,0,0,0,0,7.300000000000001,905
2024-01-01 17:50:00+00:00,0.0,18754000.0,0,0,0,0,7.0,905
2024-01-01 18:00:00+00:00,0.0,18523000.0,0,0,0,0,6.7,905
2024-01-01 18:10:00+00:00,0.0,18449000.0,0,0,0,0,6.5,905
2024-01-01 18:20:00+00:00,0.0,18230500.0,0,0,0,0,6.300000000000001,905
2024-01-01 18:30:00+00:00,0.0,18048000.0,0,0,0,0,6.1000000000000005,905
2024-01-01 18:40:00+00:00,0.0,17887500.0,0,0,0,0,5.9,905
2024-01-01 18:50:00+00:00,0.0,17678000.0,0,0,0,0,5.7,905
2024-01-01 19:00:00+00:00,0.0,17600000.0,0,0,0,0,5.5,905
2024-01-01 19:10:00+00:00,0.0,17510500.0,0,0,0,0,5.5,906
2024-01-01 19:20:00+00:00,0.0,17323500.0,0,0,0,0,5.4,906
2024-01-01 19:30:00+00:00,0.0,17203500.0,0,0,0,0,5.4,906
2024-01-01 19:40:00+00:00,0.0,17155000.0,0,0,0,0,5.300000000000001,906
2024-01-01 19:50:00+00:00,0.0,16993500.0,0,0,0,0,5.2,906
2024-01-01 20:00:00+00:00,0.0,16904000.0,0,0,0,0,5.2,906
2024-01-01 20:10:00+00:00,0.0,16819000.0,0,0,0,0,5.2,906
2024-01-01 20:20:00+00:00,0.0,16797500.0,0,0,0,0,5.1000000000000005,906
2024-01-01 20:30:00+00:00,0.0,16780500.0,0,0,0,0,5.1000000000000005,906
2024-01-01 20:40:00+00:00,0.0,16833000.0,0,0,0,0,5.1000000000000005,906
2024-01-01 20:50:00+00:00,0.0,16835500.0,0,0,0,0,5.0,906
2024-01-01 21:00:00+00:00,0.0,16816000.0,0,0,0,0,5.0,906
2024-01-01 21:10:00+00:00,0.0,16792500.0,0,0,0,0,4.9,906
2024-01-01 21:20:00+00:00,0.0,16913000.0,0,0,0,0,4.800000000000001,906
2024-01-01 21:30:00+00:00,0.0,17012500.0,0,0,0,0,4.800000000000001,906
2024-01-01 21:40:00+00:00,0.0,17192000.0,0,0,0,0,4.7,906
2024-01-01 21:50:00+00:00,0.0,17271000.0,0,0,0,0,4.6000000000000005,906
2024-01-01 22:00:00+00:00,0.0,17255000.0,0,0,0,0,4.6000000000000005,906
2024-01-01 22:10:00+00:00,0.0,17431500.0,0,0,0,0,4.5,906
2024-01-01 22:20:00+00:00,0.0,17657000.0,0,0,0,0,4.4,906
2024-01-01 22:30:00+00:00,0.0,17809000.0,0,0,0,0,4.3,906
2024-01-01 22:40:00+00:00,0.0,18054000.0,0,0,0,0,4.2,906
2024-01-01 22:50:00+00:00,0.0,18366000.0,0,0,0,0,4.2,906
2024-01-01 23:00:00+00:00,0.0,18462500.0,0,0,0,0,4.1000000000000005,906
2024-01-01 23:10:00+00:00,0.0,18708500.0,0,0,0,0,4.0,906
2024-01-01 23:20:00+00:00,0.0,19129000.0,0,0,0,0,4.0,906
2024-01-01 23:30:00+00:00,0.0,19520000.0,0,0,0,0,4.0,906
2024-01-01 23:40:00+00:00,0.0,19953500.0,0,0,0,0,4.0,906
2024-01-01 23:50:00+00:00,0.0,20388500.0,0,0,0,0,3.9,906
2024-01-02 00:00:00+00:00,0.0,20769500.0,0,0,0,0,3.9,906
2024-01-02 00:10:00+00:00,0.0,21180500.0,0,0,0,0,3.9,906
2024-01-02 00:20:00+00:00,0.0,21610500.0,0,0,0,0,3.9,906
2024-01-02 00:30:00+00:00,0.0,22077000.0,0,0,0,0,4.0,906
2024-01-02 00:40:00+00:00,0.0,22587500.0,0,0,0,0,4.0,906
2024-01-02 00:50:00+00:00,0.0,23070000.0,0,0,0,0,4.0,906
2024-01-02 01:00:00+00:00,0.0,23500500.0,0,0,0,0,4.0,906
2024-01-02 01:10:00+00:00,0.0,24025000.0,0,0,0,0,4.1000000000000005,906
2024-01-02 01:20:00+00:00,0.0,24429500.0,0,0,0,0,4.2,906
2024-01-02 01:30:00+00:00,0.0,24657000.0,0,0,0,0,4.3,906
2024-01-02 01:40:00+00:00,0.0,24791500.0,0,0,0,0,4.4,906
2024-01-02 01:50:00+00:00,0.0,24871500.0,0,0,0,0,4.5,906
2024-01-02 02:00:00+00:00,0.0,24901500.0,0,0,0,0,4.6000000000000005,906
2024-01-02 02:10:00+00:00,0.0,24833500.0,0,0,0,0,4.7,906
2024-01-02 02:20:00+00:00,0.0,24821500.0,0,0,0,0,4.800000000000001,906
2024-01-02 02:30:00+00:00,0.0,24792500.0,0,0,0,0,4.9,906
2024-01-02 02:40:00+00:00,0.0,24753500.0,0,0,0,0,5.0,906
2024-01-02 02:50:00+00:00,0.0,24708500.0,0,0,0,0,5.1000000000000005,906
2024-01-02 03:00:00+00:00,0.0,24637500.0,0,0,0,0,5.2,906
2024-01-02 03:10:00+00:00,0.0,24560000.0,0,0,0,0,5.300000000000001,906
2024-01-02 03:20:00+00:00,0.0,24540000.0,0,0,0,0,5.4,906
2024-01-02 03:30:00+00:00,0.0,24493500.0,0,0,0,0,5.5,906
2024-01-02 03:40:00+00:00,0.0,24444000.0,0,0,0,0,5.6000000000000005,906
2024-01-02 03:50:00+00:00,0.0,24397000.0,0,0,0,0,5.7,906
2024-01-02 04:00:00+00:00,0.0,24333000.0,0,0,0,0,5.800000000000001,906
2024-01-02 04:10:00+00:00,0.0,24294000.0,0,0,0,0,5.800000000000001,906
2024-01-02 04:20:00+00:00,0.0,24239500.0,0,0,0,0,5.800000000000001,906
2024-01-02 04:30:00+00:00,0.0,24152500.0,0,0,0,0,5.9,906
2024-01-02 04:40:00+00:00,0.0,24053500.0,0,0,0,0,5.9,906
2024-01-02 04:50:00+00:00,0.0,23962000.0,0,0,0,0,5.9,906
2024-01-02 05:00:00+00:00,0.0,23916000.0,0,0,0,0,5.9,906
2024-01-02 05:10:00+00:00,0.0,23943500.0,0,0,0,0,6.1000000000000005,906
2024-01-02 05:20:00+00:00,0.0,23883000.0,0,0,0,0,6.2,906
2024-01-02 05:30:00+00:00,0.0,23737500.0,0,0,0,0,6.300000000000001,906
2024-01-02 05:40:00+00:00,0.0,23601000.0,0,0,0,0,6.5,906
2024-01-02 05:50:00+00:00,0.0,23416500.0,0,0,0,0,6.6000000000000005,906
2024-01-02 06:00:00+00:00,0.0,23200500.0,0,0,0,0,6.7,906
2024-01-02 06:10:00+00:00,0.0,22970000.0,0,0,0,0,6.800000000000001,906
2024-01-02 06:20:00+00:00,0.0,22790000.0,0,0,0,0,7.0,906
2024-01-02 06:30:00+00:00,0.0,22573000.0,0,0,0,0,7.1000000000000005,906
2024-01-02 06:40:00+00:00,0.0,22358000.0,0,0,0,0,7.2,906
2024-01-02 06:50:00+00:00,0.0,22125500.0,0,0,0,0,7.300000000000001,906
2024-01-02 07:00:00+00:00,0.0,21897000.0,0,0,0,0,7.4,907
2024-01-02 07:10:00+00:00,1839.94,21669000.0,11,181,14,0,7.6,907
2024-01-02 07:20:00+00:00,4661.85,21473500.0,18,307,32,0,7.800000000000001,907
2024-01-02 07:30:00+00:00,8343.8,21265000.0,24,410,56,0,8.0,907
2024-01-02 07:40:00+00:00,13000.6,21098500.0,30,488,82,0,8.1,907
2024-01-02 07:50:00+00:00,17092.1,20908500.0,35,556,110,0,8.3,907
2024-01-02 08:00:00+00:00,6384.58,20798500.0,77,2,77,0,8.5,907
2024-01-02 08:10:00+00:00,18979.5,20854000.0,86,334,149,0,8.9,907
2024-01-02 08:20:00+00:00,28669.1,20746000.0,47,699,198,0,9.2,907
2024-01-02 08:30:00+00:00,32129.0,20592500.0,50,732,227,0,9.6,907
2024-01-02 08:40:00+00:00,35407.3,20465500.0,53,760,256,0,9.9,907
2024-01-02 08:50:00+00:00,38234.9,20327500.0,55,780,282,0,10.3,907
2024-01-02 09:00:00+00:00,41000.2,20238500.0,58,802,310,0,10.6,907
2024-01-02 09:10:00+00:00,22477.5,20163000.0,207,75,232,0,11.0,907
2024-01-02 09:20:00+00:00,25978.3,20056500.0,217,130,264,0,11.3,907
2024-01-02 09:30:00+00:00,40979.7,19958000.0,137,567,351,0,11.7,907
2024-01-02 09:40:00+00:00,39502.0,19861500.0,163,473,350,0,12.1,907
2024-01-02 09:50:00+00:00,20452.6,19786500.0,229,24,239,0,12.4,907
2024-01-02 10:00:00+00:00,39736.4,19714500.0,188,423,370,0,12.8,907
2024-01-02 10:10:00+00:00,38512.0,19707000.0,212,350,368,0,13.0,907
2024-01-02 10:20:00+00:00,40825.7,19611500.0,206,398,389,0,13.3,907
2024-01-02 10:30:00+00:00,42032.3,19562000.0,210,408,403,0,13.5,907
2024-01-02 10:40:00+00:00,31030.9,19526000.0,301,79,339,0,13.8,907
2024-01-02 10:50:00+00:00,38847.2,19494500.0,295,218,403,0,14.0,907
2024-01-02 11:00:00+00:00,45819.1,19441000.0,258,391,454,0,14.2,907
2024-01-02 11:10:00+00:00,59971.4,19412500.0,72,931,546,0,14.3,906
2024-01-02 11:20:00+00:00,47972.2,19398000.0,256,428,477,0,14.4,906
2024-01-02 11:30:00+00:00,50312.6,19395500.0,199,540,480,0,14.5,906
2024-01-02 11:40:00+00:00,48326.5,19421500.0,264,419,483,0,14.5,906
2024-01-02 11:50:00+00:00,49834.8,19458000.0,209,514,479,0,14.6,906
2024-01-02 12:00:00+00:00,43225.1,19559500.0,235,368,428,0,14.7,906
2024-01-02 12:10:00+00:00,40977.5,19756000.0,257,296,412,0,14.6,906
2024-01-02 12:20:00+00:00,37691.3,19853500.0,251,261,387,0,14.5,906
2024-01-02 12:30:00+00:00,49285.4,19949500.0,191,534,466,0,14.4,905
2024-01-02 12:40:00+00:00,31024.5,20072500.0,273,127,338,0,14.4,905
2024-01-02 12:50:00+00:00,25750.5,20204000.0,254,68,288,0,14.3,905
2024-01-02 13:00:00+00:00,43229.2,20482500.0,220,404,420,0,14.2,905
2024-01-02 13:10:00+00:00,26323.8,20899000.0,247,88,290,0,14.0,905
2024-01-02 13:20:00+00:00,31846.5,21128500.0,250,168,330,0,13.9,905
2024-01-02 13:30:00+00:00,34893.5,21332000.0,220,263,342,0,13.8,905
2024-01-02 13:40:00+00:00,30578.7,21569500.0,241,163,314,0,13.6,905
2024-01-02 13:50:00+00:00,18282.0,21800000.0,193,35,208,0,13.5,905
2024-01-02 14:00:00+00:00,14098.3,22196500.0,163,22,172,0,13.4,905
2024-01-02 14:10:00+00:00,21207.0,22726000.0,210,55,232,0,13.1,905
2024-01-02 14:20:00+00:00,20517.3,23024000.0,200,59,223,0,12.8,905
2024-01-02 14:30:00+00:00,12352.1,23303500.0,147,12,151,0,12.5,905
2024-01-02 14:40:00+00:00,16265.0,23576500.0,166,38,179,0,12.2,905
2024-01-02 14:50:00+00:00,24352.1,23756000.0,158,222,229,0,11.9,905
2024-01-02 15:00:00+00:00,25837.1,24007000.0,148,277,230,0,11.6,905
2024-01-02 15:10:00+00:00,13746.5,24303500.0,137,39,148,0,11.0,905
2024-01-02 15:20:00+00:00,19209.6,24410000.0,129,190,176,0,10.4,905
2024-01-02 15:30:00+00:00,10459.4,24469500.0,106,32,113,0,9.9,905
2024-01-02 15:40:00+00:00,15369.5,24521500.0,103,177,138,0,9.3,904
2024-01-02 15:50:00+00:00,6725.5,24493000.0,77,16,79,0,8.700000000000001,904
2024-01-02 16:00:00+00:00,17592.0,24552500.0,37,551,114,0,8.1,904
2024-01-02 16:10:00+00:00,13670.3,24578500.0,32,490,87,0,7.7,904
2024-01-02 16:20:00+00:00,9541.0,24633000.0,27,408,60,0,7.300000000000001,904
2024-01-02 16:30:00+00:00,5186.21,24676500.0,20,307,36,0,6.9,904
2024-01-02 16:40:00+00:00,2296.73,24615000.0,13,204,18,0,6.5,904
2024-01-02 16:50:00+00:00,0.0,24530500.0,0,0,0,0,6.1000000000000005,904
2024-01-02 17:00:00+00:00,0.0,24391500.0,0,0,0,0,5.6000000000000005,904
2024-01-02 17:10:00+00:00,0.0,24405000.0,0,0,0,0,5.4,904
2024-01-02 17:20:00+00:00,0.0,24191500.0,0,0,0,0,5.2,904
2024-01-02 17:30:00+00:00,0.0,23942500.0,0,0,0,0,5.1000000000000005,904
2024-01-02 17:40:00+00:00,0.0,23766000.0,0,0,0,0,4.9,904
2024-01-02 17:50:00+00:00,0.0,23715500.0,0,0,0,0,4.7,904
2024-01-02 18:00:00+00:00,0.0,23479000.0,0,0,0,0,4.5,905
2024-01-02 18:10:00+00:00,0.0,23354000.0,0,0,0,0,4.3,905
2024-01-02 18:20:00+00:00,0.0,23214000.0,0,0,0,0,4.2,905
2024-01-02 18:30:00+00:00,0.0,23007000.0,0,0,0,0,4.0,905
2024-01-02 18:40:00+00:00,0.0,22908000.0,0,0,0,0,3.9,905
2024-01-02 18:50:00+00:00,0.0,22879000.0,0,0,0,0,3.8,905
2024-01-02 19:00:00+00:00,0.0,22801000.0,0,0,0,0,3.6,905
2024-01-02 19:10:00+00:00,0.0,22699500.0,0,0,0,0,3.6,904
2024-01-02 19:20:00+00:00,0.0,22609000.0,0,0,0,0,3.5,904
2024-01-02 19:30:00+00:00,0.0,22473500.0,0,0,0,0,3.4000000000000004,904
2024-01-02 19:40:00+00:00,0.0,22325500.0,0,0,0,0,3.3000000000000003,904
2024-01-02 19:50:00+00:00,0.0,22200000.0,0,0,0,0,3.2,904
2024-01-02 20:00:00+00:00,0.0,22138500.0,0,0,0,0,3.2,904
2024-01-02 20:10:00+00:00,0.0,22065500.0,0,0,0,0,3.2,904
2024-01-02 20:20:00+00:00,0.0,22035000.0,0,0,0,0,3.2,904
2024-01-02 20:30:00+00:00,0.0,21924000.0,0,0,0,0,3.2,904
2024-01-02 20:40:00+00:00,0.0,21851000.0,0,0,0,0,3.2,904
2024-01-02 20:50:00+00:00,0.0,21808500.0,0,0,0,0,3.2,904
2024-01-02 21:00:00+00:00,0.0,21864000.0,0,0,0,0,3.2,904
2024-01-02 21:10:00+00:00,0.0,21988500.0,0,0,0,0,3.3000000000000003,904
2024-01-02 21:20:00+00:00,0.0,22027500.0,0,0,0,0,3.3000000000000003,904
2024-01-02 21:30:00+00:00,0.0,21943500.0,0,0,0,0,3.3000000000000003,904
2024-01-02 21:40:00+00:00,0.0,21980500.0,0,0,0,0,3.4000000000000004,904
2024-01-02 21:50:00+00:00,0.0,22208500.0,0,0,0,0,3.4000000000000004,904
2024-01-02 22:00:00+00:00,0.0,22446000.0,0,0,0,0,3.4000000000000004,904
2024-01-02 22:10:00+00:00,0.0,22704500.0,0,0,0,0,3.4000000000000004,904
2024-01-02 22:20:00+00:00,0.0,22919500.0,0,0,0,0,3.4000000000000004,903
2024-01-02 22:30:00+00:00,0.0,23082000.0,0,0,0,0,3.4000000000000004,903
2024-01-02 22:40:00+00:00,0.0,23267500.0,0,0,0,0,3.4000000000000004,903
2024-01-02 22:50:00+00:00,0.0,23436500.0,0,0,0,0,3.4000000000000004,903
2024-01-02 23:00:00+00:00,0.0,23451000.0,0,0,0,0,3.4000000000000004,903
2024-01-02 23:10:00+00:00,0.0,23482000.0,0,0,0,0,3.4000000000000004,903
2024-01-02 23:20:00+00:00,0.0,23780500.0,0,0,0,0,3.4000000000000004,903
2024-01-02 23:30:00+00:00,0.0,23992500.0,0,0,0,0,3.4000000000000004,903
2024-01-02 23:40:00+00:00,0.0,24125000.0,0,0,0,0,3.5,903
2024-01-02 23:50:00+00:00,0.0,24402000.0,0,0,0,0,3.5,903
2024-01-03 00:00:00+00:00,0.0,24595000.0,0,0,0,0,3.5,902
2024-01-03 00:10:00+00:00,0.0,24765500.0,0,0,0,0,3.6,902
2024-01-03 00:20:00+00:00,0.0,25139000.0,0,0,0,0,3.6,902
2024-01-03 00:30:00+00:00,0.0,25611500.0,0,0,0,0,3.7,902
2024-01-03 00:40:00+00:00,0.0,25998500.0,0,0,0,0,3.8,902
2024-01-03 00:50:00+00:00,0.0,26293000.0,0,0,0,0,3.8,902
2024-01-03 01:00:00+00:00,0.0,26649500.0,0,0,0,0,3.9,902
2024-01-03 01:10:00+00:00,0.0,26981500.0,0,0,0,0,4.0,902
2024-01-03 01:20:00+00:00,0.0,27338500.0,0,0,0,0,4.0,901
2024-01-03 01:30:00+00:00,0.0,27530500.0,0,0,0,0,4.1000000000000005,901
2024-01-03 01:40:00+00:00,0.0,27612500.0,0,0,0,0,4.1000000000000005,901
2024-01-03 01:50:00+00:00,0.0,27645500.0,0,0,0,0,4.1000000000000005,901
2024-01-03 02:00:00+00:00,0.0,27570000.0,0,0,0,0,4.2,901
2024-01-03 02:10:00+00:00,0.0,27409000.0,0,0,0,0,4.1000000000000005,901
2024-01-03 02:20:00+00:00,0.0,27344000.0,0,0,0,0,4.0,901
2024-01-03 02:30:00+00:00,0.0,27289500.0,0,0,0,0,3.9,901
2024-01-03 02:40:00+00:00,0.0,27209000.0,0,0,0,0,3.8,901
2024-01-03 02:50:00+00:00,0.0,27160500.0,0,0,0,0,3.8,901
2024-01-03 03:00:00+00:00,0.0,27058000.0,0,0,0,0,3.7,901
2024-01-03 03:10:00+00:00,0.0,26973500.0,0,0,0,0,3.7,901
2024-01-03 03:20:00+00:00,0.0,26919000.0,0,0,0,0,3.6,901
2024-01-03 03:30:00+00:00,0.0,26816500.0,0,0,0,0,3.6,901
2024-01-03 03:40:00+00:00,0.0,26723000.0,0,0,0,0,3.6,901
2024-01-03 03:50:00+00:00,0.0,26637500.0,0,0,0,0,3.6,901
2024-01-03 04:00:00+00:00,0.0,26527000.0,0,0,0,0,3.6,901
2024-01-03 04:10:00+00:00,0.0,26474500.0,0,0,0,0,3.5,901
2024-01-03 04:20:00+00:00,0.0,26407500.0,0,0,0,0,3.4000000000000004,901
2024-01-03 04:30:00+00:00,0.0,26261500.0,0,0,0,0,3.3000000000000003,901
2024-01-03 04:40:00+00:00,0.0,26171500.0,0,0,0,0,3.2,901
2024-01-03 04:50:00+00:00,0.0,26051000.0,0,0,0,0,3.2,901
2024-01-03 05:00:00+00:00,0.0,25937000.0,0,0,0,0,3.1,901
2024-01-03 05:10:00+00:00,0.0,25963500.0,0,0,0,0,2.9000000000000004,901
2024-01-03 05:20:00+00:00,0.0,25849500.0,0,0,0,0,2.7,901
2024-01-03 05:30:00+00:00,0.0,25661500.0,0,0,0,0,2.4000000000000004,901
2024-01-03 05:40:00+00:00,0.0,25452500.0,0,0,0,0,2.2,901
2024-01-03 05:50:00+00:00,0.0,25197000.0,0,0,0,0,2.0,901
2024-01-03 06:00:00+00:00,0.0,24932000.0,0,0,0,0,1.8,901
2024-01-03 06:10:00+00:00,0.0,24660500.0,0,0,0,0,1.9,901
2024-01-03 06:20:00+00:00,0.0,24388500.0,0,0,0,0,1.9,901
2024-01-03 06:30:00+00:00,0.0,24107000.0,0,0,0,0,1.9,901
2024-01-03 06:40:00+00:00,0.0,23831500.0,0,0,0,0,2.0,901
2024-01-03 06:50:00+00:00,0.0,23585000.0,0,0,0,0,2.0,901
2024-01-03 07:00:00+00:00,0.0,23301000.0,0,0,0,0,2.0,901
2024-01-03 07:10:00+00:00,2179.09,23061000.0,11,214,15,0,2.3000000000000003,901
2024-01-03 07:20:00+00:00,5111.23,22837000.0,17,342,33,0,2.5,901
2024-01-03 07:30:00+00:00,8927.63,22593500.0,23,443,57,0,2.8000000000000003,901
2024-01-03 07:40:00+00:00,13759.3,22352500.0,28,521,83,0,3.0,901
2024-01-03 07:50:00+00:00,17952.1,22210500.0,33,586,111,0,3.3000000000000003,901
2024-01-03 08:00:00+00:00,22041.1,22011000.0,37,641,140,0,3.5,901
2024-01-03 08:10:00+00:00,25924.0,22004000.0,40,686,170,0,3.8,901
2024-01-03 08:20:00+00:00,29673.5,21875000.0,43,724,200,0,4.1000000000000005,901
2024-01-03 08:30:00+00:00,33079.0,21726500.0,46,751,227,0,4.3,901
2024-01-03 08:40:00+00:00,36362.1,21569500.0,49,776,256,0,4.6000000000000005,901
2024-01-03 08:50:00+00:00,39517.1,21449000.0,51,801,284,0,4.800000000000001,901
2024-01-03 09:00:00+00:00,42262.3,21328500.0,53,822,311,0,5.1000000000000005,901
2024-01-03 09:10:00+00:00,44559.7,21237000.0,55,841,338,0,5.300000000000001,901
2024-01-03 09:20:00+00:00,46911.4,21058000.0,57,857,364,0,5.5,901
2024-01-03 09:30:00+00:00,48836.2,20903000.0,58,867,386,0,5.7,901
2024-01-03 09:40:00+00:00,50599.0,20783000.0,67,854,405,0,5.9,901
2024-01-03 09:50:00+00:00,52509.1,20665500.0,69,866,427,0,6.1000000000000005,901
2024-01-03 10:00:00+00:00,54205.7,20570000.0,70,877,448,0,6.300000000000001,901
2024-01-03 10:10:00+00:00,55720.0,20530500.0,71,886,466,0,6.5,900
2024-01-03 10:20:00+00:00,56766.2,20453500.0,72,894,484,0,6.7,900
2024-01-03 10:30:00+00:00,58042.8,20393000.0,73,902,499,0,6.9,900
2024-01-03 10:40:00+00:00,59178.5,20316000.0,74,909,514,0,7.1000000000000005,900
2024-01-03 10:50:00+00:00,60046.1,20267000.0,74,914,526,0,7.300000000000001,900
2024-01-03 11:00:00+00:00,61142.9,20237000.0,75,924,540,0,7.5,900
2024-01-03 11:10:00+00:00,61875.5,20242000.0,76,928,549,0,7.6,900
2024-01-03 11:20:00+00:00,62389.1,20224500.0,76,931,556,0,7.7,899
2024-01-03 11:30:00+00:00,62759.0,20197000.0,76,933,562,0,7.800000000000001,899
2024-01-03 11:40:00+00:00,63184.7,20182000.0,74,941,567,0,7.9,899
2024-01-03 11:50:00+00:00,63316.9,20243000.0,74,942,569,0,8.0,899
2024-01-03 12:00:00+00:00,63304.7,20326500.0,74,942,569,0,8.1,899
2024-01-03 12:10:00+00:00,63250.9,20374000.0,74,942,567,0,8.0,899
2024-01-03 12:20:00+00:00,63052.6,20401000.0,74,941,564,0,7.9,899
2024-01-03 12:30:00+00:00,62609.1,20443500.0,73,939,559,0,7.9,899
2024-01-03 12:40:00+00:00,62145.6,20522500.0,72,938,553,0,7.800000000000001,899
2024-01-03 12:50:00+00:00,61537.7,20639000.0,72,935,544,0,7.800000000000001,899
2024-01-03 13:00:00+00:00,60735.6,20863000.0,71,931,534,0,7.7,899
2024-01-03 13:10:00+00:00,59789.3,21168000.0,70,926,522,0,7.6,899
2024-01-03 13:20:00+00:00,58777.7,21379000.0,70,920,508,0,7.5,899
2024-01-03 13:30:00+00:00,57570.7,21557000.0,69,913,493,0,7.300000000000001,899
2024-01-03 13:40:00+00:00,56152.0,21772500.0,68,904,476,0,7.2,899
2024-01-03 13:50:00+00:00,54643.5,21947500.0,67,895,457,0,7.1000000000000005,899
2024-01-03 14:00:00+00:00,53000.1,22277000.0,66,885,437,0,7.0,899
2024-01-03 14:10:00+00:00,51162.6,22772000.0,64,874,416,0,6.800000000000001,899
2024-01-03 14:20:00+00:00,49518.9,23056500.0,63,861,393,0,6.6000000000000005,899
